Red,Green,Blue
0.404,0.356,0.240
0.404,0.356,0.240
0.404,0.356,0.240
0.400,0.362,0.238
0.398,0.361,0.241
0.396,0.360,0.243
0.400,0.357,0.243
0.398,0.356,0.246
0.393,0.361,0.246
0.384,0.360,0.256
0.389,0.357,0.254
0.388,0.357,0.256
0.382,0.359,0.260
0.381,0.358,0.261
0.380,0.358,0.263
0.380,0.358,0.263
0.380,0.358,0.263
0.379,0.357,0.264
0.381,0.360,0.259
0.380,0.358,0.263
0.386,0.356,0.258
0.392,0.352,0.256
0.397,0.355,0.248
0.398,0.356,0.246
0.400,0.358,0.242
0.402,0.361,0.238
0.405,0.357,0.238
0.406,0.359,0.234
0.406,0.359,0.234
0.406,0.359,0.234
0.408,0.360,0.232
0.405,0.364,0.231
0.410,0.359,0.231
0.405,0.362,0.233
0.407,0.363,0.230
0.407,0.363,0.230
0.409,0.355,0.236
0.408,0.359,0.233
0.411,0.347,0.242
0.409,0.352,0.239
0.410,0.349,0.241
0.410,0.349,0.241
0.407,0.349,0.244
0.411,0.356,0.233
0.404,0.360,0.236
0.410,0.359,0.231
0.418,0.358,0.224
0.414,0.362,0.224
0.415,0.358,0.226
0.412,0.353,0.235
0.423,0.346,0.231
0.429,0.339,0.232
0.426,0.344,0.230
0.426,0.338,0.235
0.425,0.342,0.233
0.420,0.346,0.235
0.413,0.359,0.228
0.409,0.355,0.236
0.400,0.354,0.246
0.397,0.356,0.247
0.397,0.353,0.250
0.396,0.352,0.252
0.394,0.355,0.252
0.399,0.346,0.255
0.395,0.350,0.255
0.389,0.353,0.257
0.392,0.347,0.261
0.387,0.349,0.263
0.388,0.347,0.265
0.386,0.348,0.266
0.387,0.349,0.264
0.385,0.349,0.266
0.385,0.349,0.266
0.384,0.352,0.264
0.384,0.351,0.265
0.381,0.352,0.267
0.382,0.353,0.266
0.386,0.351,0.262
0.386,0.350,0.264
0.385,0.354,0.262
0.386,0.351,0.262
0.385,0.352,0.263
0.384,0.352,0.264
0.385,0.352,0.263
0.383,0.355,0.262
0.385,0.353,0.261
0.385,0.353,0.262
0.384,0.357,0.259
0.384,0.358,0.259
0.384,0.355,0.260
0.384,0.357,0.259
0.381,0.359,0.259
0.382,0.362,0.256
0.381,0.363,0.256
0.383,0.364,0.253
0.383,0.364,0.252
0.383,0.364,0.252
0.383,0.364,0.252
0.385,0.364,0.251
0.383,0.363,0.254
0.383,0.364,0.253
0.382,0.363,0.256
0.381,0.365,0.254
0.383,0.364,0.252
0.384,0.366,0.250
0.386,0.370,0.244
0.386,0.373,0.241
0.385,0.376,0.239
0.387,0.377,0.236
0.386,0.378,0.236
0.388,0.376,0.236
0.390,0.372,0.238
0.391,0.371,0.238
0.394,0.370,0.236
0.396,0.370,0.234
0.397,0.371,0.232
0.400,0.369,0.231
0.402,0.369,0.228
0.407,0.366,0.227
0.412,0.363,0.225
0.412,0.364,0.224
0.406,0.367,0.227
0.392,0.375,0.234
0.378,0.378,0.244
0.370,0.378,0.252
0.365,0.377,0.257
0.360,0.378,0.261
0.356,0.380,0.264
0.354,0.380,0.265
0.353,0.379,0.267
0.353,0.380,0.266
0.354,0.383,0.264
0.353,0.383,0.263
0.354,0.386,0.260
0.353,0.387,0.260
0.355,0.388,0.257
0.355,0.386,0.259
0.357,0.388,0.256
0.360,0.383,0.257
0.363,0.381,0.256
0.366,0.379,0.255
0.373,0.379,0.248
0.381,0.378,0.242
0.389,0.377,0.234
0.399,0.374,0.227
0.406,0.368,0.226
0.408,0.366,0.225
0.408,0.366,0.226
0.402,0.368,0.229
0.395,0.372,0.233
0.389,0.374,0.237
0.386,0.375,0.239
0.385,0.375,0.240
0.387,0.375,0.238
0.387,0.375,0.238
0.390,0.375,0.235
0.389,0.374,0.237
0.392,0.375,0.233
0.392,0.375,0.233
0.392,0.375,0.232
0.388,0.377,0.235
0.387,0.376,0.237
0.385,0.377,0.237
0.384,0.376,0.240
0.384,0.375,0.241
0.385,0.375,0.240
0.383,0.376,0.241
0.384,0.374,0.242
0.383,0.372,0.245
0.384,0.371,0.245
0.382,0.369,0.249
0.385,0.370,0.245
0.392,0.364,0.244
0.392,0.367,0.241
0.392,0.367,0.241
0.395,0.359,0.246
0.395,0.364,0.241
0.394,0.359,0.247
0.398,0.357,0.246
0.395,0.359,0.246
0.398,0.360,0.242
0.393,0.362,0.245
0.397,0.359,0.244
0.399,0.358,0.243
0.408,0.352,0.239
0.410,0.353,0.237
0.407,0.356,0.237
0.409,0.356,0.235
0.411,0.357,0.233
0.409,0.354,0.236
0.411,0.355,0.234
0.411,0.355,0.234
0.415,0.350,0.236
0.416,0.352,0.232
0.416,0.352,0.232
0.423,0.350,0.228
0.421,0.347,0.231
0.424,0.347,0.229
0.419,0.350,0.231
0.419,0.350,0.231
0.422,0.353,0.224
0.421,0.351,0.228
0.425,0.345,0.230
0.425,0.345,0.230
0.421,0.351,0.228
0.421,0.351,0.228
0.426,0.348,0.226
0.420,0.353,0.227
0.423,0.350,0.228
0.423,0.350,0.228
0.421,0.347,0.231
0.425,0.350,0.225
0.424,0.347,0.229
0.426,0.348,0.226
0.425,0.345,0.230
0.426,0.348,0.226
0.421,0.347,0.231
0.417,0.354,0.228
0.417,0.356,0.227
0.418,0.358,0.224
0.420,0.355,0.225
0.415,0.359,0.225
0.419,0.358,0.223
0.413,0.361,0.226
0.412,0.363,0.225
0.412,0.364,0.224
0.412,0.365,0.224
0.413,0.360,0.227
0.415,0.358,0.227
0.411,0.361,0.228
0.411,0.362,0.227
0.409,0.366,0.226
0.405,0.368,0.227
0.403,0.371,0.226
0.403,0.372,0.225
0.398,0.372,0.230
0.392,0.377,0.231
0.389,0.375,0.236
0.382,0.377,0.241
0.381,0.377,0.243
0.383,0.375,0.242
0.380,0.376,0.244
0.380,0.376,0.245
0.382,0.377,0.241
0.386,0.376,0.239
0.386,0.376,0.238
0.386,0.375,0.239
0.384,0.373,0.243
0.386,0.374,0.240
0.386,0.367,0.247
0.389,0.370,0.241
0.391,0.365,0.244
0.396,0.364,0.240
0.400,0.361,0.239
0.395,0.363,0.242
0.398,0.360,0.242
0.400,0.358,0.242
0.394,0.365,0.241
0.397,0.362,0.241
0.398,0.358,0.244
0.398,0.359,0.243
0.398,0.360,0.242
0.393,0.361,0.246
0.394,0.359,0.247
0.393,0.359,0.248
0.392,0.359,0.249
0.389,0.361,0.250
0.389,0.360,0.251
0.389,0.361,0.250
0.393,0.360,0.246
0.395,0.358,0.247
0.398,0.357,0.244
0.396,0.357,0.248
0.394,0.360,0.246
0.394,0.362,0.244
0.392,0.361,0.247
0.391,0.360,0.249
0.388,0.362,0.250
0.388,0.362,0.250
0.388,0.362,0.250
0.386,0.363,0.251
0.385,0.362,0.253
0.382,0.361,0.256
0.381,0.362,0.257
0.383,0.363,0.254
0.383,0.361,0.256
0.383,0.360,0.257
0.384,0.365,0.252
0.392,0.365,0.243
0.399,0.364,0.238
0.403,0.361,0.236
0.403,0.360,0.237
0.401,0.359,0.239
0.401,0.359,0.239
0.397,0.360,0.243
0.400,0.354,0.246
0.402,0.352,0.246
0.404,0.351,0.246
0.391,0.348,0.261
0.379,0.347,0.274
0.373,0.343,0.284
0.373,0.338,0.289
0.369,0.342,0.289
0.367,0.342,0.291
0.362,0.344,0.294
0.363,0.345,0.292
0.363,0.345,0.292
0.360,0.343,0.297
0.359,0.347,0.294
0.357,0.345,0.298
0.357,0.345,0.298
0.357,0.345,0.298
0.357,0.345,0.298
0.355,0.343,0.301
0.354,0.348,0.299
0.352,0.352,0.296
0.356,0.356,0.287
0.355,0.361,0.283
0.357,0.363,0.280
0.372,0.363,0.265
0.392,0.355,0.253
0.415,0.339,0.245
0.425,0.332,0.243
0.428,0.329,0.243
0.432,0.333,0.235
0.420,0.339,0.241
0.425,0.340,0.236
0.413,0.349,0.239
0.411,0.348,0.241
0.411,0.348,0.241
0.407,0.354,0.239
0.404,0.351,0.246
0.405,0.353,0.241
0.398,0.356,0.246
0.392,0.360,0.248
0.385,0.363,0.252
0.379,0.366,0.255
0.371,0.371,0.258
0.372,0.372,0.256
0.368,0.375,0.257
0.367,0.374,0.259
0.367,0.374,0.259
0.365,0.372,0.264
0.364,0.370,0.265
0.374,0.364,0.262
0.379,0.364,0.257
0.385,0.364,0.251
0.388,0.362,0.250
0.393,0.359,0.248
0.400,0.356,0.244
0.397,0.358,0.245
0.395,0.362,0.244
0.392,0.365,0.243
0.387,0.368,0.245
0.391,0.368,0.241
0.398,0.365,0.238
0.402,0.359,0.239
0.404,0.359,0.237
0.405,0.358,0.236
0.405,0.358,0.237
0.407,0.358,0.235
0.409,0.357,0.234
0.411,0.357,0.232
0.411,0.357,0.232
0.415,0.358,0.226
0.423,0.354,0.223
0.422,0.356,0.222
0.425,0.356,0.219
0.421,0.358,0.220
0.418,0.363,0.220
0.417,0.361,0.222
0.413,0.365,0.222
0.413,0.365,0.222
0.409,0.362,0.229
0.406,0.361,0.233
0.405,0.362,0.234
0.401,0.363,0.236
0.395,0.366,0.239
0.391,0.366,0.243
0.391,0.365,0.243
0.397,0.364,0.240
0.398,0.359,0.243
0.400,0.357,0.243
0.400,0.359,0.241
0.395,0.362,0.243
0.382,0.368,0.250
0.371,0.371,0.258
0.365,0.373,0.262
0.356,0.379,0.265
0.353,0.375,0.272
0.356,0.378,0.267
0.360,0.375,0.265
0.362,0.370,0.268
0.368,0.368,0.264
0.373,0.367,0.260
0.385,0.358,0.257
0.391,0.355,0.254
0.396,0.351,0.254
0.389,0.351,0.260
0.383,0.355,0.262
0.375,0.356,0.269
0.369,0.358,0.274
0.361,0.356,0.283
0.359,0.359,0.282
0.359,0.359,0.282
0.360,0.355,0.285
0.368,0.356,0.276
0.377,0.355,0.268
0.384,0.352,0.264
0.388,0.353,0.259
0.385,0.350,0.265
0.373,0.343,0.284
0.360,0.338,0.302
0.366,0.343,0.291
0.371,0.341,0.288
0.378,0.346,0.276
0.383,0.350,0.267
0.391,0.345,0.264
0.402,0.346,0.252
0.396,0.351,0.252
0.402,0.348,0.250
0.396,0.351,0.252
0.394,0.349,0.257
0.393,0.346,0.262
0.385,0.349,0.266
0.374,0.341,0.285
0.365,0.343,0.292
0.360,0.347,0.293
0.362,0.348,0.291
0.368,0.346,0.287
0.369,0.354,0.277
0.377,0.352,0.270
0.381,0.356,0.263
0.395,0.351,0.254
0.405,0.351,0.243
0.405,0.351,0.243
0.407,0.354,0.239
0.410,0.350,0.239
0.407,0.358,0.236
0.406,0.359,0.234
0.403,0.358,0.239
0.393,0.367,0.240
0.393,0.360,0.247
0.387,0.359,0.253
0.389,0.360,0.251
0.386,0.360,0.255
0.385,0.360,0.255
0.383,0.361,0.255
0.384,0.360,0.256
0.387,0.358,0.254
0.390,0.360,0.250
0.390,0.357,0.254
0.396,0.356,0.248
0.404,0.354,0.242
0.410,0.355,0.235
0.414,0.352,0.233
0.416,0.353,0.231
0.417,0.351,0.232
0.419,0.348,0.233
0.415,0.348,0.237
0.409,0.348,0.244
0.405,0.349,0.246
0.396,0.351,0.252
0.400,0.348,0.252
0.402,0.350,0.248
0.400,0.348,0.252
0.400,0.348,0.252
0.402,0.350,0.248
0.403,0.353,0.244
0.400,0.352,0.248
0.400,0.354,0.246
0.409,0.356,0.235
0.408,0.354,0.238
0.414,0.352,0.234
0.419,0.347,0.234
0.421,0.347,0.231
0.420,0.345,0.235
0.420,0.345,0.235
0.421,0.339,0.240
0.426,0.330,0.243
0.426,0.333,0.241
0.419,0.333,0.248
0.413,0.337,0.250
0.411,0.336,0.252
0.402,0.348,0.250
0.389,0.357,0.254
0.377,0.357,0.266
0.385,0.365,0.250
0.404,0.352,0.243
0.413,0.350,0.238
0.417,0.340,0.243
0.433,0.317,0.250
0.448,0.294,0.258
0.466,0.279,0.255
0.486,0.262,0.251
0.503,0.249,0.249
0.512,0.250,0.237
0.486,0.274,0.240
0.435,0.316,0.249
0.386,0.359,0.255
0.347,0.368,0.284
0.333,0.370,0.296
0.333,0.375,0.292
0.328,0.374,0.298
0.329,0.365,0.305
0.349,0.355,0.297
0.375,0.357,0.268
0.386,0.359,0.255
0.392,0.357,0.251
0.389,0.365,0.246
0.374,0.370,0.256
0.365,0.371,0.264
0.375,0.355,0.270
0.404,0.316,0.281
0.434,0.283,0.283
0.441,0.284,0.275
0.432,0.297,0.270
0.425,0.308,0.267
0.425,0.315,0.260
0.421,0.323,0.256
0.417,0.324,0.259
0.413,0.336,0.252
0.413,0.341,0.246
0.421,0.341,0.238
0.430,0.333,0.237
0.442,0.327,0.231
0.466,0.307,0.227
0.500,0.284,0.216
0.532,0.242,0.226
0.585,0.208,0.208
0.588,0.216,0.196
0.566,0.226,0.208
0.544,0.246,0.211
0.532,0.258,0.210
0.507,0.269,0.224
0.500,0.279,0.221
0.486,0.292,0.222
0.480,0.293,0.227
0.474,0.303,0.224
0.474,0.303,0.224
0.479,0.301,0.219
0.479,0.296,0.225
0.500,0.288,0.212
0.517,0.276,0.207
0.538,0.250,0.212
0.560,0.240,0.200
0.571,0.224,0.204
0.560,0.220,0.220
0.537,0.241,0.222
0.508,0.254,0.237
0.467,0.293,0.240
0.436,0.319,0.245
0.417,0.333,0.250
0.400,0.344,0.256
0.396,0.347,0.257
0.403,0.331,0.266
0.404,0.318,0.278
0.419,0.302,0.279
0.441,0.280,0.280
0.444,0.272,0.284
0.416,0.292,0.292
0.379,0.328,0.293
0.363,0.351,0.287
0.363,0.363,0.274
0.377,0.363,0.260
0.391,0.354,0.255
0.409,0.342,0.249
0.420,0.333,0.247
0.430,0.328,0.243
0.443,0.318,0.239
0.444,0.313,0.244
0.437,0.317,0.246
0.416,0.332,0.252
0.398,0.347,0.255
0.378,0.362,0.260
0.360,0.365,0.276
0.341,0.372,0.287
0.309,0.390,0.301
0.290,0.393,0.318
0.296,0.391,0.313
0.320,0.392,0.288
0.350,0.380,0.270
0.366,0.376,0.259
0.377,0.372,0.251
0.380,0.371,0.249
0.382,0.371,0.247
0.387,0.372,0.241
0.382,0.374,0.244
0.394,0.367,0.239
0.394,0.367,0.239
0.389,0.372,0.239
0.390,0.371,0.238
0.389,0.370,0.241
0.383,0.374,0.243
0.384,0.374,0.242
0.380,0.370,0.250
0.369,0.379,0.252
0.369,0.381,0.250
0.382,0.368,0.250
0.387,0.371,0.242
0.396,0.377,0.226
0.404,0.365,0.231
0.404,0.368,0.228
0.400,0.369,0.231
0.417,0.361,0.222
0.417,0.357,0.226
0.419,0.355,0.226
0.413,0.356,0.231
0.409,0.355,0.236
0.412,0.351,0.237
0.410,0.350,0.239
0.407,0.356,0.237
0.407,0.356,0.237
0.387,0.360,0.252
0.366,0.366,0.269
0.376,0.366,0.258
0.400,0.354,0.246
0.401,0.357,0.242
0.396,0.355,0.249
0.392,0.358,0.250
0.389,0.364,0.246
0.393,0.364,0.243
0.396,0.365,0.239
0.396,0.365,0.239
0.395,0.365,0.239
0.395,0.365,0.241
0.394,0.361,0.245
0.404,0.355,0.241
0.405,0.356,0.239
0.412,0.353,0.235
0.404,0.356,0.239
0.402,0.359,0.239
0.398,0.362,0.240
0.399,0.363,0.238
0.400,0.363,0.238
0.400,0.362,0.238
0.401,0.363,0.235
0.403,0.364,0.233
0.406,0.361,0.233
0.409,0.359,0.232
0.418,0.356,0.227
0.423,0.354,0.223
0.422,0.355,0.223
0.420,0.355,0.225
0.418,0.355,0.226
0.420,0.354,0.226
0.423,0.352,0.225
0.421,0.354,0.225
0.397,0.356,0.247
0.384,0.358,0.257
0.379,0.363,0.258
0.379,0.363,0.258
0.377,0.363,0.260
0.374,0.364,0.262
0.376,0.364,0.260
0.382,0.362,0.256
0.385,0.361,0.253
0.388,0.359,0.253
0.382,0.361,0.256
0.379,0.360,0.261
0.380,0.361,0.259
0.381,0.362,0.257
0.384,0.362,0.254
0.384,0.364,0.252
0.383,0.362,0.255
0.382,0.360,0.258
0.384,0.360,0.256
0.396,0.361,0.243
0.396,0.364,0.240
0.387,0.366,0.247
0.380,0.362,0.258
0.382,0.368,0.250
0.386,0.363,0.251
0.383,0.361,0.255
0.382,0.363,0.255
0.383,0.360,0.257
0.392,0.358,0.250
0.392,0.361,0.247
0.383,0.358,0.259
0.386,0.352,0.261
0.390,0.352,0.258
0.389,0.354,0.257
0.389,0.356,0.255
0.391,0.358,0.252
0.393,0.356,0.252
0.390,0.353,0.257
0.390,0.353,0.257
0.394,0.358,0.248
0.399,0.355,0.246
0.402,0.357,0.241
0.408,0.357,0.236
0.412,0.361,0.227
0.414,0.365,0.222
0.414,0.365,0.221
0.412,0.368,0.220
0.412,0.366,0.221
0.410,0.368,0.222
0.405,0.370,0.225
0.398,0.372,0.230
0.394,0.374,0.232
0.388,0.375,0.237
0.385,0.372,0.244
0.379,0.371,0.250
0.377,0.369,0.254
0.386,0.366,0.248
0.400,0.359,0.241
0.407,0.355,0.239
0.407,0.355,0.239
0.400,0.357,0.243
0.393,0.359,0.248
0.388,0.360,0.252
0.386,0.361,0.253
0.394,0.362,0.244
0.401,0.360,0.239
0.404,0.357,0.238
0.410,0.355,0.234
0.413,0.356,0.231
0.416,0.356,0.227
0.416,0.360,0.224
0.419,0.358,0.224
0.419,0.358,0.223
0.425,0.356,0.218
0.429,0.350,0.221
0.431,0.351,0.218
0.429,0.352,0.219
0.436,0.349,0.215
0.437,0.347,0.216
0.438,0.345,0.216
0.438,0.348,0.214
0.437,0.350,0.214
0.430,0.352,0.217
0.426,0.353,0.221
0.426,0.354,0.219
0.424,0.354,0.222
0.424,0.353,0.224
0.419,0.355,0.226
0.413,0.358,0.229
0.412,0.358,0.230
0.406,0.361,0.233
0.404,0.361,0.235
0.402,0.361,0.237
0.399,0.363,0.238
0.398,0.363,0.239
0.399,0.362,0.239
0.398,0.362,0.240
0.399,0.363,0.239
0.393,0.367,0.240
0.389,0.368,0.243
0.384,0.371,0.245
0.384,0.370,0.246
0.385,0.368,0.246
0.384,0.370,0.246
0.386,0.367,0.247
0.391,0.368,0.241
0.394,0.364,0.242
0.395,0.364,0.241
0.395,0.364,0.241
0.391,0.365,0.243
0.393,0.362,0.245
0.390,0.364,0.246
0.391,0.364,0.245
0.392,0.364,0.244
0.395,0.363,0.242
0.399,0.362,0.239
0.403,0.364,0.234
0.401,0.366,0.232
0.408,0.360,0.232
0.408,0.360,0.232
0.401,0.365,0.234
0.404,0.362,0.234
0.396,0.365,0.239
0.394,0.364,0.242
0.395,0.365,0.240
0.394,0.365,0.241
0.396,0.360,0.244
0.394,0.361,0.245
0.399,0.357,0.245
0.403,0.351,0.246
0.402,0.352,0.246
0.400,0.350,0.250
0.403,0.351,0.247
0.421,0.333,0.246
0.435,0.326,0.239
0.434,0.340,0.226
0.432,0.338,0.230
0.430,0.344,0.226
0.418,0.352,0.231
0.423,0.346,0.231
0.422,0.344,0.234
0.418,0.345,0.236
0.423,0.346,0.231
0.436,0.345,0.218
0.426,0.353,0.221
0.430,0.349,0.221
0.434,0.349,0.217
0.424,0.356,0.220
0.423,0.358,0.220
0.425,0.354,0.220
0.424,0.356,0.220
0.421,0.357,0.221
0.417,0.361,0.222
0.409,0.362,0.228
0.412,0.359,0.229
0.406,0.361,0.232
0.406,0.361,0.232
0.406,0.361,0.232
0.407,0.360,0.233
0.407,0.359,0.234
0.407,0.359,0.234
0.406,0.364,0.231
0.407,0.363,0.230
0.412,0.359,0.229
0.411,0.363,0.226
0.412,0.361,0.227
0.412,0.360,0.228
0.414,0.360,0.225
0.416,0.363,0.221
0.414,0.362,0.224
0.412,0.360,0.228
0.414,0.362,0.224
0.417,0.357,0.226
0.410,0.359,0.231
0.413,0.355,0.231
0.408,0.360,0.232
0.411,0.357,0.233
0.409,0.356,0.235
0.407,0.356,0.237
0.406,0.355,0.239
0.400,0.359,0.241
0.391,0.365,0.244
0.385,0.367,0.249
0.383,0.366,0.251
0.383,0.362,0.255
0.380,0.361,0.260
0.379,0.360,0.262
0.374,0.360,0.265
0.374,0.360,0.265
0.374,0.360,0.266
0.368,0.362,0.270
0.365,0.365,0.269
0.362,0.369,0.270
0.353,0.374,0.273
0.353,0.373,0.275
0.360,0.366,0.274
0.361,0.367,0.271
0.354,0.372,0.274
0.357,0.369,0.274
0.356,0.366,0.277
0.363,0.363,0.275
0.367,0.362,0.271
0.373,0.364,0.263
0.382,0.357,0.261
0.388,0.358,0.254
0.391,0.354,0.255
0.397,0.353,0.250
0.394,0.354,0.251
0.396,0.354,0.250
0.395,0.355,0.250
0.400,0.352,0.248
0.399,0.355,0.246
0.402,0.354,0.244
0.402,0.359,0.239
0.402,0.355,0.243
0.406,0.354,0.240
0.402,0.359,0.239
0.398,0.355,0.247
0.394,0.351,0.255
0.372,0.354,0.274
0.363,0.356,0.281
0.359,0.359,0.282
0.365,0.358,0.277
0.368,0.355,0.277
0.370,0.355,0.275
0.384,0.348,0.268
0.394,0.351,0.255
0.398,0.352,0.250
0.412,0.353,0.235
0.419,0.360,0.221
0.412,0.361,0.227
0.407,0.363,0.230
0.404,0.360,0.235
0.389,0.364,0.247
0.388,0.361,0.251
0.383,0.362,0.255
0.378,0.363,0.259
0.377,0.363,0.260
0.373,0.364,0.263
0.373,0.363,0.264
0.369,0.364,0.266
0.370,0.365,0.265
0.372,0.363,0.265
0.370,0.361,0.269
0.371,0.362,0.267
0.373,0.360,0.267
0.373,0.361,0.266
0.372,0.360,0.267
0.371,0.359,0.270
0.366,0.362,0.272
0.365,0.361,0.275
0.361,0.361,0.279
0.356,0.361,0.282
0.356,0.362,0.282
0.362,0.356,0.282
0.367,0.360,0.273
0.371,0.356,0.273
0.386,0.351,0.263
0.406,0.347,0.248
0.420,0.350,0.230
0.418,0.347,0.235
0.421,0.347,0.232
0.427,0.344,0.229
0.427,0.344,0.229
0.421,0.347,0.232
0.421,0.347,0.232
0.423,0.351,0.227
0.417,0.354,0.229
0.426,0.351,0.223
0.424,0.348,0.228
0.422,0.356,0.222
0.420,0.352,0.227
0.422,0.349,0.229
0.425,0.350,0.225
0.419,0.351,0.230
0.420,0.348,0.232
0.422,0.344,0.234
0.426,0.344,0.230
0.421,0.351,0.228
0.418,0.345,0.236
0.423,0.346,0.231
0.423,0.346,0.231
0.423,0.346,0.231
0.423,0.346,0.231
0.423,0.346,0.231
0.423,0.346,0.231
0.423,0.346,0.231
0.426,0.352,0.222
0.429,0.339,0.232
0.431,0.345,0.224
0.429,0.349,0.222
0.424,0.348,0.227
0.429,0.343,0.229
0.425,0.342,0.233
0.421,0.355,0.224
0.425,0.350,0.225
0.424,0.353,0.224
0.418,0.352,0.231
0.423,0.351,0.227
0.422,0.353,0.225
0.421,0.355,0.224
0.418,0.355,0.227
0.421,0.351,0.228
0.415,0.356,0.229
0.411,0.355,0.234
0.408,0.354,0.238
0.403,0.358,0.239
0.404,0.355,0.241
0.395,0.362,0.243
0.393,0.362,0.245
