Red,Green,Blue
0.232,0.367,0.402
0.232,0.367,0.402
0.236,0.366,0.398
0.237,0.367,0.396
0.237,0.369,0.394
0.241,0.368,0.390
0.247,0.365,0.388
0.252,0.362,0.386
0.255,0.363,0.382
0.255,0.362,0.383
0.250,0.365,0.385
0.246,0.366,0.387
0.241,0.372,0.387
0.237,0.371,0.392
0.239,0.371,0.391
0.242,0.371,0.387
0.245,0.367,0.388
0.244,0.367,0.389
0.241,0.368,0.391
0.238,0.373,0.389
0.238,0.374,0.388
0.239,0.374,0.387
0.233,0.371,0.396
0.226,0.372,0.402
0.223,0.372,0.404
0.221,0.374,0.405
0.224,0.375,0.401
0.224,0.374,0.401
0.225,0.375,0.400
0.227,0.378,0.396
0.222,0.381,0.396
0.227,0.383,0.390
0.231,0.381,0.388
0.232,0.380,0.388
0.233,0.380,0.388
0.235,0.378,0.387
0.236,0.378,0.386
0.240,0.376,0.384
0.240,0.376,0.385
0.240,0.378,0.382
0.241,0.380,0.380
0.244,0.378,0.378
0.245,0.382,0.373
0.249,0.380,0.371
0.249,0.383,0.368
0.245,0.385,0.370
0.246,0.384,0.369
0.249,0.383,0.368
0.249,0.385,0.366
0.249,0.385,0.366
0.250,0.387,0.363
0.252,0.383,0.364
0.254,0.385,0.361
0.254,0.385,0.361
0.259,0.380,0.361
0.256,0.384,0.360
0.256,0.382,0.362
0.259,0.383,0.358
0.259,0.383,0.358
0.256,0.382,0.362
0.256,0.382,0.362
0.256,0.384,0.360
0.254,0.385,0.361
0.256,0.382,0.362
0.254,0.383,0.363
0.254,0.383,0.363
0.256,0.382,0.362
0.255,0.383,0.362
0.253,0.381,0.366
0.251,0.382,0.367
0.254,0.380,0.366
0.252,0.381,0.367
0.251,0.382,0.367
0.256,0.379,0.365
0.255,0.377,0.368
0.257,0.379,0.364
0.259,0.378,0.363
0.259,0.378,0.363
0.259,0.378,0.362
0.264,0.379,0.357
0.227,0.384,0.389
0.224,0.385,0.391
0.217,0.386,0.397
0.216,0.385,0.399
0.214,0.386,0.401
0.212,0.388,0.400
0.214,0.389,0.398
0.212,0.389,0.398
0.215,0.389,0.395
0.215,0.391,0.394
0.216,0.391,0.394
0.214,0.392,0.394
0.214,0.391,0.394
0.216,0.390,0.395
0.216,0.387,0.397
0.215,0.385,0.400
0.215,0.385,0.400
0.215,0.385,0.400
0.214,0.385,0.401
0.215,0.385,0.400
0.215,0.384,0.402
0.215,0.382,0.403
0.214,0.382,0.403
0.217,0.380,0.403
0.216,0.379,0.405
0.216,0.378,0.406
0.218,0.376,0.407
0.216,0.376,0.409
0.214,0.377,0.409
0.213,0.377,0.409
0.213,0.377,0.409
0.214,0.376,0.410
0.216,0.374,0.410
0.218,0.374,0.408
0.218,0.374,0.408
0.219,0.372,0.409
0.221,0.371,0.408
0.223,0.372,0.406
0.225,0.370,0.405
0.225,0.370,0.405
0.225,0.371,0.403
0.226,0.371,0.403
0.227,0.371,0.402
0.227,0.373,0.399
0.226,0.377,0.397
0.223,0.379,0.397
0.224,0.380,0.396
0.222,0.383,0.395
0.220,0.384,0.396
0.219,0.383,0.398
0.219,0.384,0.397
0.220,0.381,0.399
0.220,0.383,0.397
0.220,0.382,0.399
0.220,0.383,0.397
0.221,0.381,0.398
0.218,0.384,0.399
0.216,0.384,0.399
0.214,0.385,0.401
0.211,0.385,0.404
0.210,0.384,0.406
0.207,0.384,0.409
0.209,0.383,0.408
0.212,0.378,0.410
0.210,0.379,0.411
0.212,0.378,0.410
0.216,0.376,0.407
0.222,0.375,0.403
0.226,0.373,0.401
0.229,0.369,0.402
0.230,0.366,0.403
0.234,0.367,0.399
0.238,0.365,0.398
0.241,0.362,0.397
0.241,0.367,0.392
0.237,0.367,0.396
0.233,0.368,0.399
0.226,0.377,0.396
0.226,0.378,0.396
0.224,0.376,0.400
0.216,0.377,0.407
0.217,0.373,0.410
0.215,0.377,0.408
0.214,0.378,0.408
0.214,0.382,0.403
0.215,0.391,0.395
0.219,0.395,0.386
0.222,0.403,0.376
0.227,0.404,0.369
0.230,0.412,0.358
0.233,0.414,0.353
0.236,0.418,0.346
0.241,0.419,0.340
0.244,0.423,0.333
0.245,0.426,0.329
0.239,0.437,0.324
0.240,0.442,0.318
0.239,0.444,0.316
0.241,0.442,0.317
0.244,0.438,0.318
0.244,0.440,0.316
0.244,0.437,0.320
0.240,0.437,0.322
0.239,0.434,0.327
0.241,0.436,0.323
0.234,0.445,0.320
0.232,0.448,0.320
0.229,0.449,0.322
0.234,0.450,0.315
0.229,0.450,0.321
0.235,0.445,0.319
0.244,0.437,0.319
0.248,0.428,0.324
0.254,0.423,0.324
0.255,0.421,0.324
0.257,0.417,0.326
0.259,0.424,0.317
0.257,0.426,0.316
0.256,0.424,0.320
0.255,0.418,0.327
0.267,0.406,0.327
0.277,0.416,0.307
0.276,0.419,0.305
0.275,0.422,0.303
0.269,0.417,0.315
0.267,0.419,0.314
0.265,0.412,0.324
0.268,0.412,0.320
0.274,0.411,0.316
0.271,0.406,0.323
0.271,0.406,0.323
0.269,0.409,0.323
0.269,0.409,0.323
0.267,0.411,0.322
0.262,0.417,0.321
0.259,0.420,0.321
0.256,0.423,0.321
0.256,0.423,0.321
0.256,0.423,0.321
0.256,0.423,0.321
0.259,0.420,0.321
0.256,0.419,0.326
0.260,0.410,0.330
0.250,0.411,0.339
0.252,0.407,0.341
0.248,0.406,0.346
0.252,0.403,0.345
0.254,0.401,0.345
0.250,0.403,0.347
0.248,0.400,0.352
0.252,0.397,0.351
0.252,0.391,0.358
0.252,0.387,0.361
0.253,0.389,0.358
0.256,0.384,0.360
0.251,0.385,0.363
0.251,0.383,0.366
0.247,0.382,0.371
0.245,0.380,0.375
0.247,0.376,0.376
0.241,0.383,0.377
0.237,0.385,0.378
0.235,0.383,0.383
0.229,0.389,0.382
0.230,0.393,0.378
0.230,0.389,0.381
0.234,0.393,0.374
0.231,0.396,0.374
0.236,0.403,0.361
0.238,0.413,0.349
0.246,0.410,0.344
0.238,0.413,0.349
0.226,0.419,0.355
0.232,0.406,0.362
0.218,0.402,0.379
0.218,0.400,0.382
0.213,0.397,0.390
0.211,0.394,0.394
0.210,0.390,0.400
0.207,0.388,0.405
0.210,0.383,0.407
0.209,0.380,0.411
0.209,0.381,0.410
0.209,0.381,0.410
0.212,0.377,0.412
0.212,0.373,0.415
0.217,0.369,0.414
0.215,0.373,0.412
0.220,0.373,0.407
0.215,0.375,0.410
0.220,0.370,0.409
0.227,0.367,0.406
0.229,0.366,0.405
0.227,0.369,0.404
0.235,0.369,0.396
0.233,0.367,0.400
0.237,0.366,0.397
0.235,0.361,0.403
0.239,0.359,0.402
0.239,0.359,0.402
0.244,0.358,0.398
0.244,0.359,0.397
0.248,0.358,0.394
0.248,0.356,0.396
0.253,0.358,0.389
0.254,0.354,0.392
0.254,0.354,0.392
0.252,0.355,0.393
0.245,0.357,0.398
0.242,0.360,0.398
0.239,0.362,0.399
0.236,0.366,0.398
0.230,0.368,0.402
0.225,0.372,0.403
0.221,0.373,0.406
0.227,0.373,0.400
0.232,0.370,0.398
0.236,0.369,0.395
0.246,0.363,0.391
0.256,0.353,0.391
0.273,0.337,0.390
0.282,0.333,0.385
0.284,0.333,0.383
0.279,0.336,0.386
0.278,0.333,0.389
0.277,0.333,0.390
0.285,0.341,0.374
0.289,0.342,0.368
0.288,0.351,0.360
0.294,0.349,0.358
0.284,0.349,0.367
0.288,0.351,0.360
0.279,0.351,0.369
0.277,0.357,0.366
0.274,0.354,0.372
0.270,0.357,0.374
0.263,0.360,0.377
0.261,0.357,0.383
0.250,0.362,0.388
0.250,0.362,0.388
0.252,0.361,0.387
0.250,0.358,0.392
0.248,0.364,0.388
0.250,0.362,0.388
0.250,0.366,0.384
0.250,0.370,0.380
0.248,0.371,0.381
0.248,0.371,0.381
0.250,0.375,0.375
0.245,0.373,0.382
0.248,0.376,0.376
0.245,0.378,0.378
0.247,0.381,0.371
0.240,0.385,0.375
0.242,0.379,0.379
0.239,0.380,0.380
0.244,0.378,0.378
0.244,0.378,0.378
0.239,0.380,0.380
0.245,0.378,0.378
0.243,0.374,0.383
0.240,0.372,0.388
0.234,0.365,0.401
0.226,0.368,0.406
0.223,0.367,0.410
0.217,0.371,0.411
0.215,0.379,0.407
0.216,0.380,0.404
0.213,0.387,0.400
0.215,0.389,0.396
0.216,0.388,0.396
0.224,0.384,0.392
0.222,0.385,0.393
0.225,0.375,0.400
0.221,0.377,0.402
0.220,0.371,0.409
0.216,0.372,0.412
0.215,0.366,0.419
0.214,0.367,0.418
0.216,0.367,0.417
0.218,0.367,0.415
0.221,0.368,0.412
0.219,0.369,0.412
0.219,0.369,0.411
0.219,0.371,0.410
0.217,0.373,0.410
0.216,0.374,0.411
0.212,0.378,0.410
0.210,0.378,0.412
0.208,0.378,0.413
0.207,0.379,0.414
0.207,0.380,0.413
0.209,0.376,0.415
0.210,0.376,0.413
0.211,0.374,0.415
0.213,0.374,0.413
0.213,0.373,0.414
0.212,0.372,0.416
0.214,0.372,0.414
0.218,0.371,0.411
0.223,0.370,0.408
0.225,0.370,0.405
0.226,0.372,0.402
0.229,0.373,0.399
0.227,0.376,0.397
0.227,0.379,0.394
0.234,0.375,0.391
0.233,0.380,0.388
0.233,0.380,0.388
0.233,0.380,0.388
0.233,0.380,0.388
0.233,0.380,0.388
0.236,0.378,0.386
0.236,0.378,0.386
0.236,0.378,0.386
0.232,0.376,0.392
0.232,0.376,0.392
0.234,0.379,0.387
0.234,0.379,0.387
0.238,0.377,0.385
0.238,0.377,0.385
0.238,0.377,0.385
0.240,0.380,0.380
0.244,0.374,0.382
0.242,0.379,0.379
0.242,0.379,0.379
0.240,0.376,0.384
0.240,0.376,0.384
0.240,0.376,0.384
0.242,0.379,0.379
0.244,0.374,0.382
0.244,0.374,0.382
0.244,0.374,0.382
0.242,0.375,0.383
0.248,0.376,0.376
0.248,0.372,0.381
0.248,0.372,0.381
0.248,0.372,0.381
0.250,0.371,0.379
0.250,0.367,0.383
0.246,0.365,0.389
0.248,0.361,0.391
0.243,0.364,0.393
0.240,0.363,0.397
0.235,0.366,0.399
0.234,0.367,0.399
0.233,0.368,0.399
0.234,0.365,0.401
0.233,0.366,0.401
0.225,0.371,0.404
0.222,0.373,0.405
0.220,0.376,0.403
0.215,0.376,0.409
0.212,0.378,0.409
0.211,0.376,0.412
0.211,0.377,0.412
0.212,0.375,0.413
0.210,0.371,0.419
0.209,0.373,0.418
0.204,0.375,0.421
0.203,0.378,0.419
0.203,0.377,0.420
0.206,0.378,0.416
0.207,0.378,0.415
0.209,0.379,0.411
0.212,0.378,0.410
0.209,0.378,0.412
0.211,0.379,0.410
0.211,0.380,0.410
0.209,0.383,0.409
0.206,0.384,0.410
0.204,0.386,0.410
0.201,0.388,0.410
0.196,0.392,0.413
0.194,0.394,0.412
0.192,0.396,0.411
0.191,0.398,0.411
0.193,0.398,0.410
0.194,0.395,0.411
0.196,0.396,0.407
0.197,0.398,0.405
0.204,0.398,0.398
0.210,0.394,0.397
0.212,0.391,0.397
0.214,0.389,0.397
0.218,0.388,0.393
0.221,0.388,0.391
0.227,0.388,0.385
0.230,0.389,0.381
0.231,0.389,0.380
0.232,0.390,0.378
0.233,0.390,0.377
0.233,0.389,0.378
0.230,0.390,0.379
0.233,0.390,0.378
0.233,0.392,0.375
0.232,0.393,0.374
0.234,0.396,0.371
0.235,0.397,0.369
0.235,0.401,0.364
0.233,0.404,0.363
0.231,0.410,0.358
0.234,0.414,0.352
0.238,0.413,0.349
0.246,0.413,0.341
0.246,0.413,0.341
0.246,0.413,0.341
0.250,0.409,0.341
0.248,0.414,0.338
0.246,0.415,0.338
0.250,0.412,0.338
0.243,0.421,0.336
0.247,0.420,0.333
0.248,0.424,0.327
0.247,0.430,0.323
0.245,0.434,0.322
0.241,0.438,0.321
0.242,0.437,0.320
0.248,0.436,0.316
0.246,0.434,0.320
0.248,0.438,0.314
0.248,0.438,0.314
0.250,0.437,0.312
0.254,0.439,0.307
0.254,0.439,0.307
0.260,0.433,0.308
0.257,0.436,0.307
0.273,0.429,0.299
0.278,0.426,0.296
0.273,0.432,0.295
0.255,0.436,0.309
0.235,0.447,0.318
0.229,0.449,0.322
0.234,0.442,0.325
0.230,0.442,0.327
0.232,0.439,0.329
0.231,0.434,0.335
0.232,0.429,0.339
0.232,0.427,0.341
0.236,0.418,0.345
0.235,0.412,0.354
0.233,0.409,0.358
0.228,0.407,0.366
0.226,0.405,0.369
0.226,0.405,0.369
0.223,0.404,0.373
0.223,0.402,0.375
0.222,0.401,0.377
0.222,0.401,0.377
0.221,0.399,0.380
0.219,0.401,0.381
0.218,0.399,0.383
0.219,0.401,0.380
0.216,0.399,0.385
0.216,0.397,0.387
0.220,0.394,0.387
0.220,0.394,0.387
0.219,0.390,0.390
0.217,0.391,0.391
0.211,0.390,0.399
0.211,0.391,0.398
0.211,0.389,0.399
0.207,0.392,0.401
0.207,0.392,0.401
0.207,0.395,0.398
0.209,0.397,0.394
0.211,0.398,0.391
0.214,0.401,0.385
0.213,0.406,0.381
0.214,0.406,0.380
0.215,0.402,0.384
0.218,0.408,0.374
0.218,0.411,0.371
0.220,0.410,0.370
0.218,0.406,0.376
0.219,0.403,0.378
0.221,0.400,0.379
0.220,0.395,0.385
0.216,0.397,0.387
0.217,0.396,0.386
0.214,0.395,0.390
0.214,0.395,0.391
0.215,0.393,0.393
0.216,0.392,0.392
0.214,0.393,0.393
0.212,0.394,0.394
0.213,0.391,0.396
0.212,0.390,0.398
0.212,0.390,0.398
0.217,0.389,0.394
0.215,0.390,0.395
0.213,0.391,0.396
0.215,0.390,0.395
0.216,0.388,0.397
0.216,0.388,0.397
0.215,0.391,0.395
0.214,0.387,0.399
0.214,0.387,0.399
0.212,0.388,0.400
0.212,0.386,0.402
0.211,0.387,0.402
0.212,0.386,0.402
0.212,0.387,0.401
0.210,0.386,0.404
0.212,0.387,0.401
0.212,0.387,0.401
0.210,0.386,0.404
0.212,0.387,0.401
0.211,0.385,0.404
0.211,0.385,0.404
0.211,0.386,0.404
0.211,0.384,0.405
0.210,0.385,0.406
0.214,0.382,0.404
0.218,0.382,0.400
0.221,0.380,0.399
0.223,0.378,0.398
0.220,0.378,0.402
0.217,0.378,0.406
0.214,0.380,0.406
0.214,0.375,0.411
0.208,0.378,0.413
0.207,0.380,0.414
0.208,0.378,0.413
0.208,0.378,0.413
0.207,0.379,0.414
0.207,0.379,0.414
0.203,0.382,0.415
0.202,0.383,0.415
0.205,0.383,0.412
0.208,0.384,0.408
0.212,0.383,0.405
0.213,0.384,0.403
0.213,0.385,0.402
0.213,0.385,0.402
0.213,0.385,0.401
0.212,0.387,0.401
0.213,0.384,0.403
0.214,0.384,0.402
0.213,0.385,0.403
0.212,0.385,0.403
0.213,0.384,0.403
0.214,0.384,0.402
0.215,0.382,0.403
0.218,0.383,0.399
0.219,0.381,0.400
0.220,0.382,0.398
0.222,0.380,0.399
0.221,0.381,0.398
0.222,0.381,0.398
0.219,0.381,0.400
0.216,0.382,0.402
0.214,0.384,0.401
0.214,0.384,0.401
0.213,0.386,0.400
0.214,0.387,0.399
0.214,0.388,0.398
0.213,0.389,0.398
0.212,0.390,0.397
0.212,0.391,0.398
0.211,0.392,0.397
0.212,0.387,0.400
0.210,0.389,0.402
0.208,0.390,0.401
0.209,0.390,0.401
0.207,0.391,0.402
0.208,0.390,0.401
0.207,0.390,0.403
0.207,0.391,0.402
0.206,0.392,0.403
0.207,0.390,0.403
0.207,0.390,0.403
0.207,0.389,0.404
0.208,0.388,0.403
0.208,0.388,0.403
0.209,0.386,0.405
0.210,0.386,0.405
0.211,0.383,0.406
0.213,0.382,0.404
0.214,0.381,0.405
0.214,0.380,0.407
0.214,0.378,0.407
0.215,0.378,0.407
0.214,0.377,0.409
0.213,0.377,0.410
0.212,0.377,0.411
0.211,0.375,0.413
0.210,0.376,0.413
0.209,0.378,0.413
0.209,0.383,0.408
0.208,0.384,0.409
0.209,0.382,0.409
0.210,0.383,0.407
0.209,0.383,0.408
0.215,0.378,0.407
0.219,0.377,0.405
0.218,0.377,0.405
0.217,0.376,0.406
0.215,0.379,0.406
0.214,0.381,0.405
0.213,0.382,0.406
0.216,0.380,0.404
0.222,0.380,0.397
0.225,0.381,0.394
0.229,0.382,0.389
0.234,0.382,0.384
0.239,0.380,0.382
0.242,0.379,0.379
0.240,0.379,0.381
0.236,0.381,0.383
0.229,0.382,0.390
0.218,0.382,0.400
0.218,0.382,0.399
0.221,0.382,0.397
0.223,0.382,0.395
0.224,0.384,0.392
0.224,0.385,0.391
0.223,0.384,0.394
0.222,0.383,0.395
0.220,0.383,0.397
0.221,0.380,0.399
0.219,0.380,0.401
0.218,0.380,0.402
0.217,0.382,0.401
0.216,0.385,0.400
0.217,0.385,0.398
0.218,0.386,0.396
0.217,0.388,0.395
0.219,0.386,0.395
0.217,0.386,0.397
0.216,0.385,0.399
0.215,0.384,0.401
0.214,0.383,0.403
0.214,0.382,0.404
0.215,0.380,0.404
0.217,0.378,0.405
0.217,0.378,0.405
0.217,0.378,0.405
0.218,0.380,0.402
0.218,0.381,0.401
0.218,0.381,0.401
0.215,0.383,0.403
0.215,0.383,0.403
0.215,0.382,0.404
0.213,0.382,0.404
0.214,0.383,0.403
0.212,0.386,0.402
0.206,0.388,0.405
0.203,0.392,0.405
0.202,0.394,0.404
0.201,0.394,0.405
0.198,0.397,0.405
0.198,0.397,0.405
0.198,0.398,0.404
0.197,0.400,0.403
0.198,0.399,0.402
0.200,0.397,0.403
0.203,0.396,0.401
0.203,0.395,0.402
0.205,0.394,0.401
0.206,0.394,0.400
0.208,0.393,0.400
0.209,0.393,0.398
0.209,0.392,0.399
0.210,0.391,0.399
0.211,0.392,0.397
0.213,0.390,0.398
0.213,0.390,0.397
0.212,0.390,0.398
0.212,0.391,0.396
0.212,0.391,0.396
0.214,0.392,0.394
0.212,0.393,0.395
0.214,0.392,0.394
0.213,0.392,0.395
0.213,0.394,0.394
0.213,0.394,0.394
0.211,0.394,0.394
0.214,0.394,0.392
0.213,0.394,0.392
0.213,0.394,0.394
0.211,0.393,0.396
0.210,0.393,0.397
0.210,0.390,0.399
0.208,0.389,0.403
0.208,0.387,0.405
0.208,0.386,0.406
0.206,0.386,0.407
0.206,0.385,0.409
0.204,0.380,0.417
0.212,0.372,0.416
0.206,0.373,0.422
0.206,0.378,0.416
0.205,0.376,0.418
0.208,0.372,0.420
0.214,0.373,0.413
0.212,0.373,0.414
0.219,0.371,0.410
0.219,0.372,0.409
0.221,0.373,0.406
0.218,0.375,0.407
0.218,0.370,0.412
0.218,0.370,0.412
0.224,0.369,0.407
0.227,0.367,0.406
0.232,0.365,0.403
0.235,0.363,0.403
0.234,0.365,0.401
0.234,0.365,0.401
0.235,0.367,0.398
0.233,0.368,0.399
0.237,0.365,0.397
0.240,0.364,0.396
0.238,0.369,0.393
0.241,0.368,0.392
0.239,0.368,0.392
0.239,0.368,0.392
0.242,0.367,0.391
0.243,0.369,0.388
0.243,0.369,0.388
0.242,0.372,0.386
0.239,0.373,0.388
0.238,0.374,0.388
0.239,0.372,0.390
0.234,0.374,0.392
0.233,0.374,0.392
0.234,0.372,0.394
0.233,0.373,0.394
0.234,0.372,0.393
0.231,0.374,0.395
0.232,0.376,0.392
0.232,0.376,0.392
0.230,0.374,0.396
0.231,0.376,0.393
0.231,0.374,0.395
0.230,0.374,0.395
0.231,0.375,0.394
0.230,0.375,0.395
0.231,0.373,0.396
0.229,0.376,0.395
0.226,0.375,0.398
0.223,0.379,0.398
0.223,0.376,0.401
0.223,0.377,0.401
0.222,0.377,0.401
0.222,0.377,0.401
0.218,0.378,0.404
0.216,0.381,0.403
0.214,0.382,0.405
0.213,0.382,0.405
0.210,0.383,0.407
0.209,0.382,0.409
0.207,0.384,0.410
0.205,0.381,0.413
0.204,0.381,0.415
0.207,0.380,0.414
0.210,0.377,0.413
0.211,0.376,0.413
0.213,0.374,0.413
0.215,0.371,0.414
0.218,0.368,0.413
0.223,0.366,0.411
0.228,0.365,0.408
0.230,0.365,0.405
0.231,0.364,0.405
0.231,0.363,0.406
0.233,0.361,0.406
0.228,0.363,0.409
0.225,0.362,0.414
0.216,0.359,0.424
0.212,0.359,0.429
0.218,0.358,0.425
0.224,0.358,0.418
0.232,0.361,0.406
0.237,0.365,0.397
0.236,0.366,0.398
0.230,0.370,0.400
0.228,0.365,0.407
0.227,0.366,0.407
0.225,0.364,0.410
0.222,0.368,0.409
0.224,0.371,0.406
0.222,0.371,0.407
0.220,0.372,0.409
0.219,0.369,0.412
0.222,0.373,0.405
0.221,0.372,0.407
0.226,0.372,0.401
0.227,0.375,0.398
0.230,0.377,0.393
0.226,0.374,0.400
0.225,0.378,0.396
0.234,0.374,0.393
0.233,0.379,0.388
0.232,0.374,0.394
0.240,0.375,0.385
0.242,0.374,0.385
0.235,0.376,0.388
0.241,0.380,0.380
0.243,0.378,0.378
0.243,0.386,0.371
0.250,0.382,0.368
0.246,0.385,0.369
0.250,0.375,0.375
0.254,0.381,0.365
0.254,0.381,0.365
0.254,0.381,0.365
0.246,0.385,0.369
0.254,0.373,0.373
0.247,0.370,0.384
0.247,0.370,0.383
0.247,0.376,0.376
0.239,0.375,0.386
0.242,0.374,0.385
0.245,0.367,0.388
0.236,0.364,0.400
0.224,0.368,0.408
0.221,0.371,0.407
0.223,0.369,0.408
0.225,0.369,0.406
0.224,0.368,0.408
0.226,0.366,0.408
0.227,0.366,0.407
0.225,0.367,0.407
0.225,0.367,0.408
0.228,0.367,0.405
0.230,0.367,0.403
0.233,0.365,0.402
0.233,0.367,0.400
0.233,0.368,0.399
0.229,0.372,0.399
0.228,0.374,0.397
0.224,0.376,0.400
0.223,0.379,0.399
0.221,0.379,0.401
0.222,0.379,0.399
0.221,0.380,0.399
0.221,0.380,0.399
0.223,0.378,0.399
0.224,0.378,0.399
0.223,0.378,0.399
0.228,0.375,0.397
0.227,0.375,0.398
0.229,0.376,0.395
0.230,0.373,0.397
0.230,0.375,0.395
0.229,0.376,0.396
0.229,0.375,0.396
0.229,0.377,0.394
0.231,0.376,0.393
0.230,0.374,0.396
0.227,0.375,0.398
0.222,0.375,0.403
0.217,0.378,0.406
0.214,0.377,0.409
0.213,0.376,0.412
0.210,0.376,0.415
0.208,0.376,0.416
0.210,0.374,0.416
0.212,0.374,0.414
0.213,0.371,0.416
0.213,0.373,0.413
0.216,0.371,0.413
0.215,0.373,0.412
0.217,0.372,0.412
0.218,0.370,0.412
0.216,0.371,0.413
0.218,0.372,0.410
0.218,0.374,0.408
0.220,0.373,0.407
0.222,0.373,0.405
0.221,0.374,0.405
0.223,0.375,0.402
0.222,0.376,0.402
0.221,0.376,0.402
0.220,0.378,0.402
0.217,0.380,0.403
0.218,0.381,0.401
0.217,0.384,0.400
0.216,0.384,0.400
0.217,0.383,0.401
0.217,0.382,0.401
0.219,0.380,0.402
0.220,0.380,0.400
0.220,0.380,0.401
0.218,0.380,0.402
0.217,0.378,0.405
0.217,0.380,0.403
0.220,0.378,0.402
0.219,0.380,0.401
0.223,0.377,0.400
0.222,0.377,0.401
0.225,0.375,0.400
0.225,0.377,0.398
0.226,0.376,0.398
0.224,0.377,0.399
0.227,0.375,0.398
0.229,0.376,0.395
0.229,0.376,0.395
0.231,0.377,0.392
0.231,0.376,0.392
0.233,0.378,0.390
0.231,0.379,0.391
0.234,0.377,0.389
0.232,0.381,0.387
0.237,0.373,0.391
0.235,0.373,0.392
0.235,0.377,0.389
0.237,0.375,0.388
0.231,0.371,0.399
0.226,0.370,0.404
0.218,0.372,0.410
0.219,0.371,0.411
0.224,0.367,0.408
0.230,0.367,0.403
0.235,0.368,0.397
0.235,0.368,0.397
0.234,0.362,0.404
0.222,0.366,0.412
0.222,0.370,0.407
0.220,0.368,0.412
0.223,0.370,0.407
0.225,0.370,0.405
0.225,0.371,0.404
0.224,0.372,0.404
0.223,0.373,0.404
0.223,0.374,0.403
0.220,0.378,0.402
0.219,0.380,0.400
0.219,0.382,0.399
0.219,0.384,0.397
0.218,0.386,0.395
0.218,0.387,0.394
0.218,0.389,0.394
0.216,0.389,0.396
0.213,0.388,0.398
0.214,0.387,0.399
0.216,0.385,0.400
0.217,0.382,0.401
0.219,0.379,0.402
0.221,0.379,0.400
0.223,0.380,0.398
0.223,0.381,0.395
0.223,0.383,0.394
0.223,0.386,0.391
0.222,0.389,0.389
0.221,0.393,0.386
0.224,0.396,0.380
0.224,0.401,0.375
0.229,0.405,0.366
0.231,0.407,0.363
0.232,0.411,0.357
0.233,0.415,0.352
0.241,0.416,0.343
0.239,0.418,0.343
0.241,0.419,0.340
0.237,0.420,0.342
0.236,0.422,0.341
0.238,0.423,0.338
0.241,0.426,0.333
0.243,0.426,0.332
0.242,0.429,0.329
0.240,0.433,0.327
0.242,0.435,0.324
0.241,0.437,0.322
0.236,0.441,0.323
0.237,0.443,0.320
0.231,0.446,0.323
0.231,0.446,0.323
0.229,0.448,0.323
0.230,0.449,0.321
0.236,0.444,0.320
0.234,0.446,0.320
0.236,0.442,0.321
0.238,0.444,0.318
0.241,0.444,0.316
0.244,0.445,0.311
0.246,0.439,0.316
0.241,0.446,0.312
0.238,0.448,0.314
0.228,0.455,0.317
0.228,0.455,0.317
0.221,0.460,0.319
0.215,0.463,0.322
0.220,0.465,0.315
0.223,0.460,0.317
0.219,0.460,0.321
0.227,0.462,0.311
0.238,0.449,0.313
0.243,0.442,0.315
0.244,0.439,0.317
0.246,0.436,0.318
0.248,0.436,0.317
0.247,0.442,0.312
0.244,0.442,0.313
0.241,0.441,0.318
0.241,0.443,0.316
0.235,0.446,0.319
0.232,0.448,0.320
0.231,0.445,0.324
0.229,0.447,0.324
0.230,0.448,0.321
0.231,0.450,0.319
0.232,0.445,0.323
0.232,0.446,0.321
0.234,0.444,0.322
0.239,0.443,0.318
0.234,0.443,0.323
0.231,0.436,0.333
0.229,0.431,0.340
0.228,0.433,0.339
0.229,0.429,0.343
0.242,0.429,0.330
0.241,0.430,0.329
0.250,0.431,0.319
0.246,0.431,0.323
0.258,0.435,0.306
0.250,0.433,0.317
0.262,0.426,0.311
0.254,0.429,0.317
0.250,0.437,0.312
0.254,0.429,0.317
0.262,0.431,0.308
0.262,0.431,0.308
0.258,0.424,0.318
0.258,0.424,0.318
0.258,0.424,0.318
0.258,0.424,0.318
0.269,0.418,0.313
0.269,0.418,0.313
0.269,0.418,0.313
0.269,0.418,0.313
0.277,0.415,0.308
0.267,0.417,0.317
0.273,0.418,0.309
0.269,0.423,0.308
0.280,0.420,0.300
0.280,0.420,0.300
0.280,0.420,0.300
0.269,0.423,0.308
0.263,0.421,0.316
0.258,0.409,0.333
0.250,0.408,0.342
0.250,0.398,0.352
0.252,0.388,0.359
0.250,0.388,0.362
0.248,0.388,0.364
0.245,0.385,0.371
0.245,0.384,0.371
0.244,0.384,0.372
0.239,0.383,0.378
0.237,0.384,0.379
0.234,0.383,0.383
0.232,0.384,0.384
0.227,0.389,0.384
0.222,0.386,0.391
0.222,0.386,0.391
0.223,0.384,0.393
0.232,0.378,0.390
0.237,0.378,0.386
0.247,0.374,0.379
0.251,0.372,0.377
